vendor, program
ProjectSend,ProjectSend
Projectworlds,hospital-management-system-in-php
Pulse Secure,Pulse Connect Secure
Putty,PuTTY
QNAP,QTS
QNAP,QuTS hero
Qlik,Qlik Sense
Qlik,Qlik Sense August 2022 Patch 1
Qlik,Qlik Sense August 2022 Patch 10
Qlik,Qlik Sense August 2022 Patch 11
Qlik,Qlik Sense August 2022 Patch 12
Qlik,Qlik Sense August 2022 Patch 13
Qlik,Qlik Sense August 2022 Patch 2
Qlik,Qlik Sense August 2022 Patch 3
Qlik,Qlik Sense August 2022 Patch 4
Qlik,Qlik Sense August 2022 Patch 5
Qlik,Qlik Sense August 2022 Patch 6
Qlik,Qlik Sense August 2022 Patch 7
Qlik,Qlik Sense August 2022 Patch 8
Qlik,Qlik Sense August 2022 Patch 9
Qlik,Qlik Sense August 2023 Patch 1
Qlik,Qlik Sense February 2022 Patch 1
Qlik,Qlik Sense February 2022 Patch 10
Qlik,Qlik Sense February 2022 Patch 11
Qlik,Qlik Sense February 2022 Patch 12
Qlik,Qlik Sense February 2022 Patch 13
Qlik,Qlik Sense February 2022 Patch 14
Qlik,Qlik Sense February 2022 Patch 2
Qlik,Qlik Sense February 2022 Patch 3
Qlik,Qlik Sense February 2022 Patch 4
Qlik,Qlik Sense February 2022 Patch 5
Qlik,Qlik Sense February 2022 Patch 6
Qlik,Qlik Sense February 2022 Patch 7
Qlik,Qlik Sense February 2022 Patch 8
Qlik,Qlik Sense February 2022 Patch 9
Qlik,Qlik Sense February 2023 Patch 1
Qlik,Qlik Sense February 2023 Patch 2
Qlik,Qlik Sense February 2023 Patch 3
Qlik,Qlik Sense February 2023 Patch 4
Qlik,Qlik Sense February 2023 Patch 5
Qlik,Qlik Sense February 2023 Patch 6
Qlik,Qlik Sense February 2023 Patch 7
Qlik,Qlik Sense February 2023 Patch 8
Qlik,Qlik Sense February 2023 Patch 9
Qlik,Qlik Sense May 2022 Patch 1
Qlik,Qlik Sense May 2022 Patch 10
Qlik,Qlik Sense May 2022 Patch 11
Qlik,Qlik Sense May 2022 Patch 12
Qlik,Qlik Sense May 2022 Patch 13
Qlik,Qlik Sense May 2022 Patch 14
Qlik,Qlik Sense May 2022 Patch 15
Qlik,Qlik Sense May 2022 Patch 2
Qlik,Qlik Sense May 2022 Patch 3
Qlik,Qlik Sense May 2022 Patch 4
Qlik,Qlik Sense May 2022 Patch 5
Qlik,Qlik Sense May 2022 Patch 6
Qlik,Qlik Sense May 2022 Patch 7
Qlik,Qlik Sense May 2022 Patch 8
Qlik,Qlik Sense May 2022 Patch 9
Qlik,Qlik Sense May 2023 Patch 1
Qlik,Qlik Sense May 2023 Patch 2
Qlik,Qlik Sense May 2023 Patch 3
Qlik,Qlik Sense May 2023 Patch 4
Qlik,Qlik Sense May 2023 Patch 5
Qlik,Qlik Sense November 2021 Patch 1
Qlik,Qlik Sense November 2021 Patch 10
Qlik,Qlik Sense November 2021 Patch 11
Qlik,Qlik Sense November 2021 Patch 12
Qlik,Qlik Sense November 2021 Patch 13
Qlik,Qlik Sense November 2021 Patch 14
Qlik,Qlik Sense November 2021 Patch 15
Qlik,Qlik Sense November 2021 Patch 16
Qlik,Qlik Sense November 2021 Patch 2
Qlik,Qlik Sense November 2021 Patch 3
Qlik,Qlik Sense November 2021 Patch 4
Qlik,Qlik Sense November 2021 Patch 5
Qlik,Qlik Sense November 2021 Patch 6
Qlik,Qlik Sense November 2021 Patch 7
Qlik,Qlik Sense November 2021 Patch 8
Qlik,Qlik Sense November 2021 Patch 9
Qlik,Qlik Sense November 2022 Patch 1
Qlik,Qlik Sense November 2022 Patch 10
Qlik,Qlik Sense November 2022 Patch 2
Qlik,Qlik Sense November 2022 Patch 3
Qlik,Qlik Sense November 2022 Patch 4
Qlik,Qlik Sense November 2022 Patch 5
Qlik,Qlik Sense November 2022 Patch 6
Qlik,Qlik Sense November 2022 Patch 7
Qlik,Qlik Sense November 2022 Patch 8
Qlik,Qlik Sense November 2022 Patch 9
Qlik,Sense Client
Qlik,Sense Engine
Qlik,Sense Logging Service
Qlik,Sense Printing Service
Qlik,Sense Proxy
Qlik,Sense Repository
Qlik,Sense Scheduler
Qlik,Sense Service Dispatcher
Qualcomm,5G Fixed Wireless Access Platform
Qualcomm,C-V2X 9150
Qualcomm,SM7635P
Qualcomm,SM7675
Qualcomm,SM8550P
Qualcomm,SM8635
Qualcomm,Smart Display 200 Platform
Qualcomm,Snapdragon 480+ 5G Mobile Platform
Qualcomm,Snapdragon 680 4G Mobile Platform
Qualitor,Qualitor
Quest Software,Kace sma
Radiometrics,VizAir
Rapid Software,Rapid SCADA
Rapid7,Velociraptor
Rarlab,WinRAR
Rarlab,Winrar
Realtek,SDK
Red Lion,Crimson
RedHat,FreeType
RedHat,bash
RedHat,jsonpath-plus
RedHat,redis
RedHat,richfaces
RedHat,rsync
RedHat,rubygem-actionview
RedHat,sudo
Rejetto,HTTP File Server
ReviewDog,ReviewDog
Rockwell Automation,AADvance-Trusted
Rockwell Automation,Activation Manager
Rockwell Automation,Alarms
Rockwell Automation,Arena
Rockwell Automation,Arena Simulation
Rockwell Automation,Arena Simulation Software
Rockwell Automation,ArmorStart
Rockwell Automation,AssetCenter
Rockwell Automation,AssetCentre
Rockwell Automation,CIP Safety Encoder
Rockwell Automation,Classic
Rockwell Automation,Connected Component Workbench
Rockwell Automation,Connected Components Workbench
Rockwell Automation,DCS
Rockwell Automation,DataEdgePlatform
Rockwell Automation,DataMosaix Private Cloud
Rockwell Automation,Datalink
Rockwell Automation,Designer
Rockwell Automation,Designer Studio 5000
Rockwell Automation,Developer
Rockwell Automation,Diagnostics
Rockwell Automation,DriveExecutive
Rockwell Automation,DriveTools
Rockwell Automation,Drives AOP
Rockwell Automation,EIG
Rockwell Automation,Emulate 5000
Rockwell Automation,Emulate3D
Rockwell Automation,Endpoint Protection Service
Rockwell Automation,Enhanced HIM
Rockwell Automation,Events Server
Rockwell Automation,FactoryTalk
Rockwell Automation,FactoryTalk Action Manager
Rockwell Automation,FactoryTalk Activation
Rockwell Automation,FactoryTalk Activation Manager
Rockwell Automation,FactoryTalk Analytics DataFlowML
Rockwell Automation,FactoryTalk Analytics DataView
Rockwell Automation,FactoryTalk Analytics LogixAI
Rockwell Automation,FactoryTalk AssetCentre
Rockwell Automation,FactoryTalk Batch View
Rockwell Automation,FactoryTalk DataMosaix Private Cloud
Rockwell Automation,FactoryTalk Edge Gateway
Rockwell Automation,FactoryTalk Historian SE
Rockwell Automation,FactoryTalk Linx
Rockwell Automation,FactoryTalk Linx Enterprise
Rockwell Automation,FactoryTalk Logix Echo
Rockwell Automation,FactoryTalk Optix
Rockwell Automation,FactoryTalk Policy Manager
Rockwell Automation,FactoryTalk Production
Rockwell Automation,FactoryTalk Remote Access
Rockwell Automation,FactoryTalk Service Platform
Rockwell Automation,FactoryTalk Services Platform
Rockwell Automation,FactoryTalk System Services
Rockwell Automation,FactoryTalk Transaction Manager
Rockwell Automation,FactoryTalk Updater Agent
Rockwell Automation,FactoryTalk Updater Client
Rockwell Automation,FactoryTalk Updater Server
Rockwell Automation,FactoryTalk View M
Rockwell Automation,FactoryTalk View ME
Rockwell Automation,FactoryTalk View Machine Edition
Rockwell Automation,FactoryTalk View Site Edition
Rockwell Automation,FactoryTalk Viewpoint
Rockwell Automation,Historian - ThingWorx Connector
Rockwell Automation,Historian Batch
Rockwell Automation,Historian Event Frames Generator
Rockwell Automation,Historian SE
Rockwell Automation,ISaGRAF
Rockwell Automation,ISaGRAF Free Runtime
Rockwell Automation,ISaGRAF Workbench
Rockwell Automation,Industrial Data Center
Rockwell Automation,KEPServer Enterprise
Rockwell Automation,KEPServerEX
Rockwell Automation,Link Gateway
Rockwell Automation,Linx
Rockwell Automation,Linx Enterprise
Rockwell Automation,Linx Gateway
Rockwell Automation,Linx OPC UA
Rockwell Automation,Linx software
Rockwell Automation,Logix Designer
Rockwell Automation,Logix Emulate
Rockwell Automation,Modbus TCP AOI
Rockwell Automation,OPC-Aggregator
Rockwell Automation,Pavilion8
Rockwell Automation,PowerMonitor 1000
Rockwell Automation,PowerMonitor 5000
Rockwell Automation,ProcessBook
Rockwell Automation,Professional
Rockwell Automation,RSLogix 5 English
Rockwell Automation,RSLogix 5 Module
Rockwell Automation,RSLogix 5 V
Rockwell Automation,RSLogix 500 English
Rockwell Automation,RSLogix 500 Module
Rockwell Automation,RSLogix 500 V
Rockwell Automation,RSLogix 5000
Rockwell Automation,RSLogix Micro
Rockwell Automation,RSNetWorx
Rockwell Automation,RSView32
Rockwell Automation,Rockwell Sequence Manager
Rockwell Automation,SE
Rockwell Automation,Safety Instrumented System
Rockwell Automation,Safety Instrumented System Workstation
Rockwell Automation,Safety Instrumented Systems Workstation
Rockwell Automation,SequenceManager
Rockwell Automation,Services Platform
Rockwell Automation,Standard
Rockwell Automation,Starter
Rockwell Automation,Starter Lite
Rockwell Automation,Studio 5000 Logix
Rockwell Automation,Studio 5000 Logix Designer
Rockwell Automation,Studio 5000 Simulation Interface
Rockwell Automation,ThinManager
Rockwell Automation,ThinServer
Rockwell Automation,Threat Detection Managed Services
Rockwell Automation,VantagePoint
Rockwell Automation,Vantagepoint
Rockwell Automation,VersaVirtual Application
Rockwell Automation,Verve Asset Manager
Rockwell Automation,View
Rockwell Automation,View SE
Rockwell Automation,View Site
Rockwell Automation,Warehouse Management
Rockwell Automation,eHIM
Rockwell Automation,factorytalk view site edition
Rockwell Automation,pavilion8
Roundcube,Roundcube
Roundcube,Webmail
Ruckus Wireless,Network Director
Ruckus Wireless,Virtual SmartZone
SAP,Commerce Cloud
SAP,NetWeaver
SAP,NetWeaver Visual Composer
SAP,S/4HANA
SAP,SAP NetWeaver
SAP,SAP NetWeaver AS
SAP,SAP NetWeaver AS Java
SAP,SAP NetWeaver Application Server
SKYSEA,Client View
SMA,Sunny Portal
SUBNET Solutions Inc,PowerSYSTEM
SUBNET Solutions Inc,PowerSYSTEM Center
SUBNET Solutions Inc,PowerSYSTEM Center 2020
SUBNET Solutions Inc,PowerSYSTEM Server
SUBNET Solutions Inc,SubSTATION Server
SUBNET Solutions Inc,Substation Server
SailPoint,IdentityIQ
Samba,Samba
Samsung,Android
Samsung,MagicINFO 9
Samsung,MagicINFO 9 Server
Samsung,Samsung HVAC DMS
Sangoma Technologies,FreePBX
Sangoma Technologies,freepbx
Santesoft,DICOM Viewer Pro
Santesoft,FFT Imaging
Santesoft,Sante DICOM Viewer Pro
Santesoft,Sante FFT Imaging
Santesoft,Sante PACS Server
Schneider Electric,APC
Schneider Electric,APC Easy UPS Online Monitoring
Schneider Electric,APC PowerChute Business Edition
Schneider Electric,APC PowerChute Network Shutdown
Schneider Electric,Accutech Manager
Schneider Electric,ArchestrA Logger
Schneider Electric,Basic
Schneider Electric,Brewmaxx
Schneider Electric,Building Operation (EBO)
Schneider Electric,C-Bus Toolkit
Schneider Electric,C-Gate Server
Schneider Electric,CanBRASS
Schneider Electric,Citect Scada
Schneider Electric,ClearSCADA
Schneider Electric,ClearSCADA 2017
Schneider Electric,ClearSCADA 2017 R2
Schneider Electric,ClearSCADA 2017 R3
Schneider Electric,Concept
Schneider Electric,Conext Advisor 2 Cloud
Schneider Electric,Conext Advisor 2 Gateway
Schneider Electric,Conext Gateway
Schneider Electric,ConneXium Network Manager
Schneider Electric,Control Expert
Schneider Electric,Custom Reports
Schneider Electric,Cybersecurity Admin Expert
Schneider Electric,Data Center Expert
Schneider Electric,E+PLC tools
Schneider Electric,EASYFIT
Schneider Electric,EPAS-UI
Schneider Electric,EVLink Parking
Schneider Electric,EX EX-ED
Schneider Electric,EX-ED
Schneider Electric,Easergy Builder
Schneider Electric,Easergy P3
Schneider Electric,Easergy Studio
Schneider Electric,Easy UPS
Schneider Electric,EcoStruxure
Schneider Electric,EcoStruxure Architecture Builder
Schneider Electric,EcoStruxure Automation Expert
Schneider Electric,EcoStruxure Building Operation Enterprise Server
Schneider Electric,EcoStruxure Building Operation WebStation
Schneider Electric,EcoStruxure Building Operation Webstation
Schneider Electric,EcoStruxure Building Operation WorkStation
Schneider Electric,EcoStruxure Control Expert
Schneider Electric,EcoStruxure Control Expert Asset Link
Schneider Electric,EcoStruxure EV Charging Expert
Schneider Electric,EcoStruxure Foxboro DCS
Schneider Electric,EcoStruxure Hybrid DCS
Schneider Electric,EcoStruxure IT Data Center Expert
Schneider Electric,EcoStruxure IT Gateway
Schneider Electric,EcoStruxure Machine Expert
Schneider Electric,EcoStruxure Machine Expert Safety
Schneider Electric,EcoStruxure Machine Expert Twin
Schneider Electric,EcoStruxure Machine SCADA Expert
Schneider Electric,EcoStruxure Machine SCADA Expert Asset Link
Schneider Electric,EcoStruxure OPC UA Server Expert
Schneider Electric,EcoStruxure Operator Terminal Expert
Schneider Electric,EcoStruxure Panel Server
Schneider Electric,EcoStruxure Power Automation System User Interface
Schneider Electric,EcoStruxure Power Build - Rapsody
Schneider Electric,EcoStruxure Power Build - Rapsody FR
Schneider Electric,EcoStruxure Power Build Rapsody
Schneider Electric,EcoStruxure Power Commission
Schneider Electric,EcoStruxure Power Monitoring
Schneider Electric,EcoStruxure Power Monitoring Expert
Schneider Electric,EcoStruxure Power Monitoring Expert 2023
Schneider Electric,EcoStruxure Power Monitoring Expert 2023 R2
Schneider Electric,EcoStruxure Power Monitoring Expert 2024
Schneider Electric,EcoStruxure Power Monitoring Expert 2024 R2
Schneider Electric,EcoStruxure Power Operation
Schneider Electric,EcoStruxure Power Operation 2022
Schneider Electric,EcoStruxure Power Operation 2024
Schneider Electric,EcoStruxure Power Operation Advanced Reporting 2022
Schneider Electric,EcoStruxure Power Operation Advanced Reporting 2024
Schneider Electric,EcoStruxure Power SCADA Operation
Schneider Electric,EcoStruxure Process Exper
Schneider Electric,EcoStruxure Process Expert
Schneider Electric,EcoStruxure Process Expert - Asset Link
Schneider Electric,EcoStruxure Process Expert Asset Link
Schneider Electric,EcoStruxure Process Expert for AVEVA
Schneider Electric,EcoStruxure Process Expert for AVEVA System Platform
Schneider Electric,EcoStruxure Workstation
Schneider Electric,EcoStruxureTM Enterprise Server
Schneider Electric,EcoStruxureTM Machine SCADA Expert
Schneider Electric,EcoStruxureTM Modicon Communication Server A
Schneider Electric,Ecodial Advance Calculation
Schneider Electric,Ecoreal XL
Schneider Electric,Energy Expert
Schneider Electric,Enterprise Central
Schneider Electric,Enterprise Server
Schneider Electric,Eurotherm Data Reviewer
Schneider Electric,Expert 2019
Schneider Electric,Expert 2020
Schneider Electric,Floating License Manager
Schneider Electric,Foxboro DCS
Schneider Electric,Foxboro DCS Condition Advisor
Schneider Electric,GP-Pro EX
Schneider Electric,GUIcon
Schneider Electric,Geo SCADA Expert
Schneider Electric,Geo SCADA Expert 2019
Schneider Electric,Geo SCADA Expert 2020
Schneider Electric,Geo SCADA Mobile
Schneider Electric,HDPM6000
Schneider Electric,Hybrid DCS
Schneider Electric,IGSS
Schneider Electric,IGSS Dashboard
Schneider Electric,IGSS Data Collector
Schneider Electric,IGSS Data Server
Schneider Electric,IGSS Definition
Schneider Electric,ION Setup
Schneider Electric,IT Data Center Expert
Schneider Electric,IT Gateway
Schneider Electric,InsightFacility
Schneider Electric,InsightHome
Schneider Electric,Interactive Graphical SCADA System
Schneider Electric,Legacy Modicon Premium and Quantum
Schneider Electric,MSE
Schneider Electric,Machine Expert
Schneider Electric,Machine Expert Basic
Schneider Electric,Modbus Driver Suite
Schneider Electric,Modbus Serial Driver (32 bits)
Schneider Electric,Modbus Serial Driver (64 bits)
Schneider Electric,ModbusCommDTM sl
Schneider Electric,Modicon Communication Server
Schneider Electric,NEW630
Schneider Electric,OFS
Schneider Electric,OPC Factory Server
Schneider Electric,OS Loader
Schneider Electric,Operator Terminal Expert
Schneider Electric,Operator Terminal Expert runtime
Schneider Electric,PACTware
Schneider Electric,PFXEXEDLS
Schneider Electric,PFXEXEDV
Schneider Electric,PFXEXGRPLS
Schneider Electric,PL7
Schneider Electric,PLC Simulator for EcoStruxure Control Expert
Schneider Electric,PLC Simulator for EcoStruxure Process Expert
Schneider Electric,Plant iT
Schneider Electric,Power Build
Schneider Electric,Power Design - Ecodial FR
Schneider Electric,Power Design - Ecodial INT
Schneider Electric,Power Design - Ecodial NL
Schneider Electric,Power Manager
Schneider Electric,Power Monitoring Expert
Schneider Electric,Power Monitoring Expert 2020
Schneider Electric,Power Monitoring Expert 2020 Cumulative Update 1
Schneider Electric,Power Monitoring Expert 2020 Cumulative Update 2
Schneider Electric,Power Monitoring Expert 2020 Cumulative Update 3
Schneider Electric,Power Monitoring Expert 2021
Schneider Electric,Power Monitoring Expert 2021 Cumulative Update
Schneider Electric,Power Monitoring Expert 2022
Schneider Electric,Power Operation Expert 2021
Schneider Electric,Power Operation Expert 2021 Cumulative Update
Schneider Electric,Power Operation Expert 2021 Cumulative Update 1
Schneider Electric,Power Operation Expert 2022
Schneider Electric,Power Operation Expert 2022 Cumulative Update
Schneider Electric,Power Operation Expert 2022 Cumulative Update 1
Schneider Electric,Power Operation Expert 2022 Cumulative Update 2
Schneider Electric,Power Operation Expert 2022 Cumulative Update 3
Schneider Electric,Power Operation Expert 2022 Cumulative Update 4
Schneider Electric,Power SCADA Anywhere
Schneider Electric,Power SCADA Expert
Schneider Electric,Power SCADA Operation
Schneider Electric,PowerChute Business Edition
Schneider Electric,PowerChute Network Shutdown
Schneider Electric,PowerChute Serial Shutdown
Schneider Electric,PowerSCADA Expert
Schneider Electric,PowerSuite
Schneider Electric,Pro-face BLUE
Schneider Electric,Pro-face BLUE Open Studio
Schneider Electric,Pro-face GP-Pro EX
Schneider Electric,Pro-face Remote HMI
Schneider Electric,ProClima
Schneider Electric,Proccess Expert
Schneider Electric,Process Expert
Schneider Electric,Remote Connect
Schneider Electric,RemoteConnect
Schneider Electric,SCADAPack RemoteConnect
Schneider Electric,SCADAPack RemoteConnect for x70
Schneider Electric,SCADAPack Workbench
Schneider Electric,SDK BOM
Schneider Electric,SDK-Docgen
Schneider Electric,SDK-TNC
Schneider Electric,SDK-UMS
Schneider Electric,SDK3D2DRenderer
Schneider Electric,SDK3D360Widget
Schneider Electric,SFAPV9601
Schneider Electric,SFT2841
Schneider Electric,SNC-API
Schneider Electric,SNC-CMM
Schneider Electric,SNCSEMTECH
Schneider Electric,SPIMV3
Schneider Electric,SWBEditor
Schneider Electric,SWBEngine
Schneider Electric,Scadapack 57x
Schneider Electric,ScadapackTM 47x
Schneider Electric,ScadapackTM 47xi
Schneider Electric,Schneider Electric Accutech Manager
Schneider Electric,Schneider Electric Software Update
Schneider Electric,Security Administrator
Schneider Electric,Select and Config DATA
Schneider Electric,SoMachine
Schneider Electric,SoMachine Basic
Schneider Electric,SoMove
Schneider Electric,SoSafe Configurable
Schneider Electric,Software Update
Schneider Electric,Software Update (SESU)
Schneider Electric,SpaceLogic C-Bus
Schneider Electric,StruxureWare
Schneider Electric,StruxureWare Data Center Expert
Schneider Electric,StruxureWare Data Centre Expert
Schneider Electric,TwidoSuite
Schneider Electric,Unitelway Driver
Schneider Electric,Unity Loader
Schneider Electric,Unity Pro
Schneider Electric,UnityLoader
Schneider Electric,Vijeo Designer
Schneider Electric,Vijeo Designer Basic
Schneider Electric,Vijeo Designer Ver. 6.3 Service Pack 1
Schneider Electric,Vijeo-Designer
Schneider Electric,WebHMI
Schneider Electric,WebStation
Schneider Electric,Wiser for KNX
Schneider Electric,Zelio Soft 2
Schneider Electric,ZelioSoft2
Schneider Electric,eco struxurure power monitoring expert
Schneider Electric,eco struxurure power operation advanced reporting and dashboards
Schneider Electric,fellerLYnk
Schneider Electric,jSerialComm
Schneider Electric,powerchute serial shutdown
Schneider Electric,scadapack x70
Schneider Electric,somachine hvac
Schneider Electric,somachine hvac firmware
Schneider Electric,spaceLYnk
Schneider Electric,struxureware building expert multi-purpose management
Schneider Electric,struxureware data center expert
Schweitzer Engineering Laboratories,AcSELerator Architect
Schweitzer Engineering Laboratories,SEL Compass
Schweitzer Engineering Laboratories,SEL Grid Configurator
ScienceLogic,SL1
ScreenConnect,ScreenConnect
Sensormatic Electronics,VideoEdge
ServiceNow,ServiceNow
Siemens, MIPS
Siemens,"Automation Workstation 19"""
Siemens,"Automation Workstation 24"""
Siemens,(TIA Portal) V16
Siemens,1531
Siemens,2020.2
Siemens,2021.1
Siemens,230
Siemens,4
Siemens,400
Siemens,431-422
Siemens,7
Siemens,8 Software
Siemens,8 Software Solution
Siemens,AI Model Deployer
Siemens,APDFL
Siemens,Advantage Navigator Energy & Sustainability
Siemens,Advantage Navigator Software Proxy
Siemens,Analyse MyCondition
Siemens,Analyze MyPerformance
Siemens,Analyze MyPerformance /OEEMonitor
Siemens,Analyze MyPerformance /OEETuning
Siemens,Automation License Manager
Siemens,Automation Tool
Siemens,BATCH
Siemens,BFC Client
Siemens,BFCClient
Siemens,BRAUMAT
Siemens,Batch
Siemens,Brownfield Connectivity - Client
Siemens,Brownfield Connectivity - Gateway
Siemens,CAPE Protection Simulation Platform
Siemens,CEMAT
Siemens,CN 4100
Siemens,COMO
Siemens,COMOS
Siemens,CP PtP Param configuring interface
Siemens,CPU 1504D TF
Siemens,CPU 1510SP F-1 PN
Siemens,CPU 1511TF-1 PN
Siemens,CPU 1512C-1 PN
Siemens,CPU 1514SP F-2 PN
Siemens,CPU 1514SP-2 PN
Siemens,CPU 1514SPT F-2 PN
Siemens,CPU 1514SPT-2 PN
Siemens,CPU 1515T-2 PN
Siemens,CPU 1515TF-2 PN
Siemens,CPU 1516pro F-2 PN
Siemens,CPU 1516pro-2 PN
Siemens,CPU 1517F-3 PN/DP
Siemens,CPU 1518-4
Siemens,CPU 1518F-3 PN
Siemens,CPU 1518F-4
Siemens,CPU 1518F-4 PN/DP
Siemens,CPU 1518T-3 PN
Siemens,CPU 1518TF-3 PN
Siemens,CROSSBOW
Siemens,CROSSBOW Station Access Controller
Siemens,Calibre ICE
Siemens,Camstar Enterprise Platform
Siemens,Capital
Siemens,Capital Embedded AR Classic
Siemens,Capital Embedded AR Classic 431-422
Siemens,Capital Embedded AR Classic R20-11
Siemens,Capital VSTAR
Siemens,Cerberus DMS
Siemens,Cerberus(TM) DMS
Siemens,CloudConnect 712
Siemens,Connect 300
Siemens,Control Center Server
Siemens,Create MyConfig
Siemens,Data Flow Monitoring Industrial Edge Device User Interface
Siemens,Desigo CC
Siemens,Desigo CC Compact
Siemens,Desigo Insight
Siemens,DiagMonitor
Siemens,Diagnostic Management for SIMATIC IPC - DiagBase
Siemens,Diagnostic Management for SIMATIC IPC - DiagMonitor
Siemens,E-Car OC Cloud Application
Siemens,ES
Siemens,Energy Engage
Siemens,Energy Manage
Siemens,Energy Manager
Siemens,Energy Services
Siemens,Energy Support Library
Siemens,EnergyIP
Siemens,EnergyIP Prepay
Siemens,Enlighted Amaze
Siemens,Enlighted Where
Siemens,Execution Discrete
Siemens,Execution Foundation
Siemens,Execution Process
Siemens,FM Configuration Package
Siemens,Femap
Siemens,GMA-Manager
Siemens,Geolus Shape Search
Siemens,GridEdge Essential
Siemens,GridPass
Siemens,Gridscale X Prepay
Siemens,HEEDS Connect
Siemens,HyperLynx
Siemens,IETools
Siemens,INS
Siemens,INTRALOG WMS
Siemens,IPC BX-39A
Siemens,IPC BX-59A
Siemens,IPC DiagBase
Siemens,IPC DiagMonitor
Siemens,IPC PX-39A 19'' Pro
Siemens,IPC PX-39A 24'' Pro
Siemens,IPC Support
Siemens,IPC427E
Siemens,IT LMS
Siemens,IT Production Suite
Siemens,IT UA Discrete Manufacturing
Siemens,IT UADM
Siemens,Industrial Edge App Publisher
Siemens,Industrial Edge Cloud Device
Siemens,Industrial Edge Device Kit
Siemens,Industrial Edge Hub
Siemens,Industrial Edge Management
Siemens,Industrial Edge Management App
Siemens,Industrial Edge Management OS
Siemens,Industrial Edge Management Pro
Siemens,Industrial Edge Management Virtual
Siemens,Industrial Edge Own Device
Siemens,Industrial Edge Virtual Device
Siemens,Industrial Edge for Machine Tools
Siemens,Information Server
Siemens,Insights Hub Private Cloud
Siemens,Integrate Client
Siemens,Integrate for Production
Siemens,Intelligence
Siemens,JT Bi-Directional Translator for STEP
Siemens,JT Open
Siemens,JT Utilities
Siemens,JT2GO
Siemens,JT2Go
Siemens,JTTK
Siemens,LMS
Siemens,LOGO!
Siemens,LOGO! 8 BM
Siemens,LOGO! Soft Comfort
Siemens,License Management Utility (LMU)
Siemens,LiveTwin Industrial Edge app
Siemens,Location Intelligence
Siemens,Logon
Siemens,MGMS
Siemens,MTP1000 Unified Comfort
Siemens,MTP1200 Comfort Pro
Siemens,MTP1200 Unified Comfort
Siemens,MTP1500 Comfort Pro
Siemens,MTP1500 Unified Comfort
Siemens,MTP1900 Comfort Pro
Siemens,MTP1900 Unified Comfort
Siemens,MTP2200 Comfort Pro
Siemens,MTP2200 Unified Comfort
Siemens,MTP700 Unified Comfort
Siemens,Manage MyMachines
Siemens,Manage MyMachines /Remote
Siemens,Manage MyMachines /Spindel Monitor
Siemens,Manage MyPrograms
Siemens,Manage MyResources /Programs
Siemens,Manage MyResources /Tools
Siemens,Manage MyTools
Siemens,Manager
Siemens,Mcenter
Siemens,Mendix
Siemens,Mendix 10
Siemens,Mendix 9
Siemens,Mendix Database Replication
Siemens,Mendix Excel Importer Module
Siemens,Mendix Forgot Password
Siemens,Mendix Forgot Password Appstore module
Siemens,Mendix LDAP
Siemens,Mendix RichText
Siemens,Mendix Runtime
Siemens,Mendix SAML
Siemens,Mendix SAML Module
Siemens,Mendix Studio Pro 10
Siemens,Mendix Studio Pro 10.12
Siemens,Mendix Studio Pro 10.18
Siemens,Mendix Studio Pro 10.6
Siemens,Mendix Studio Pro 11
Siemens,Mendix Studio Pro 8
Siemens,Mendix Studio Pro 9
Siemens,MindSphere Asset Manager
Siemens,MindSphere IAM (User Management/ Settings)
Siemens,MindSphere Integrated Data Lake
Siemens,MindSphere Notification Service
Siemens,MindSphere Predictive Learning
Siemens,MindSphere Usage Transparency Service
Siemens,MindSphere Visual Explorer
Siemens,Mindsphere Cloud Platform
Siemens,Mobile
Siemens,ModelSim
Siemens,ModelSim Simulation
Siemens,MultiFieldbus Configuration Tool
Siemens,NET
Siemens,NET PC
Siemens,NET PC Software
Siemens,NMS
Siemens,NX
Siemens,NX 1953
Siemens,NX 1980
Siemens,Nastran
Siemens,NetBotz755
Siemens,Notifier Server for Windows
Siemens,Nucleus NET
Siemens,Nucleus ReadyStart
Siemens,Nucleus Source Code
Siemens,OPC UA Server
Siemens,OPUPI0
Siemens,Omnivise T3000
Siemens,Opcenter Execution Foundation
Siemens,Opcenter Intelligence
Siemens,Opcenter Quality
Siemens,Opcenter RDL
Siemens,Opcenter RDnL
Siemens,OpenPCS
Siemens,OpenPCS 7
Siemens,OpenV2G
Siemens,Operate
Siemens,Operation Scheduler
Siemens,Optimize MyProgramming /NX-Cam Editor
Siemens,PADS Standard/Plus Viewer
Siemens,PC Station
Siemens,PCS 7
Siemens,PCS 7 TeleControl
Siemens,PCS 7 V
Siemens,PCS 7 V9.1
Siemens,PCS 7 v
Siemens,PCS Neo
Siemens,PCS neo
Siemens,PCS7
Siemens,PCS7 V
Siemens,PDM
Siemens,PLCSIM
Siemens,PLCSIM Advanced
Siemens,PLM
Siemens,PLM Help Server
Siemens,PROFINET Driver
Siemens,PS/IGES
Siemens,PS/IGES Parasolid Translator Component
Siemens,PSS CAPE
Siemens,PSS CAPE Protection Simulation Platform
Siemens,PSS E
Siemens,PSS ODMS
Siemens,PSS SINCAL
Siemens,PSS(R)CAPE
Siemens,PSS(R)E
Siemens,PSS(R)ODMS
Siemens,PXC Compact
Siemens,PXC Modular
Siemens,PXM30-1
Siemens,PXM30.E
Siemens,PXM40-1
Siemens,PXM40.E
